name,width,height,class,x1,y1,x2,y2
012420_coronoa_masks_web.jpg,1920,1080,with_mask,660,915,787,1058
012420_coronoa_masks_web.jpg,1920,1080,with_mask,869,59,1000,170
012420_coronoa_masks_web.jpg,1920,1080,with_mask,898,262,1020,382
012420_coronoa_masks_web.jpg,1920,1080,with_mask,939,699,1050,804
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1017,782,1163,923
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1211,57,1327,167
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1176,348,1281,469
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1369,43,1504,178
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1531,0,1635,70
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1655,158,1781,272
012420_coronoa_masks_web.jpg,1920,1080,with_mask,1717,555,1857,674
01_10_2019-anti_pollution_mask_19630124_134638416158337925648415859824102601586357139630.jpg,650,540,with_mask,114,1,322,268
01_10_2019-anti_pollution_mask_19630124_134638416158337925648415859824102601586357139630.jpg,650,540,with_mask,426,30,608,353
01_10_2019-anti_pollution_mask_19630124_134638416158337925648415859824102601586357139630.jpg,650,540,with_mask,170,317,345,540
0200b38c89b16c37c5de8e247bb00c2f.jpg,810,597,without_mask,212,138,248,179
0200b38c89b16c37c5de8e247bb00c2f.jpg,810,597,without_mask,300,59,337,105
0200b38c89b16c37c5de8e247bb00c2f.jpg,810,597,with_mask,495,79,547,138
0209-00176-076b1.jpg,600,400,with_mask,58,0,104,54
0209-00176-076b1.jpg,600,400,without_mask,132,82,194,139
0209-00176-076b1.jpg,600,400,with_mask,242,84,307,146
0209-00176-076b1.jpg,600,400,with_mask,457,67,526,156
022814asiatodaymasks_960x540.jpg,960,540,without_mask,318,68,412,132
022814asiatodaymasks_960x540.jpg,960,540,with_mask,69,123,175,223
022814asiatodaymasks_960x540.jpg,960,540,with_mask,41,284,197,457
022814asiatodaymasks_960x540.jpg,960,540,with_mask,333,165,457,296
022814asiatodaymasks_960x540.jpg,960,540,with_mask,550,148,823,408
022814asiatodaymasks_960x540.jpg,960,540,with_mask,897,117,959,276
025418_springwest005.jpg,1140,762,without_mask,205,478,223,503
025418_springwest005.jpg,1140,762,without_mask,376,433,396,462
025418_springwest005.jpg,1140,762,without_mask,544,431,560,461
025418_springwest005.jpg,1140,762,without_mask,639,436,665,471
025418_springwest005.jpg,1140,762,without_mask,743,432,772,463
025418_springwest005.jpg,1140,762,without_mask,818,448,841,479
025418_springwest005.jpg,1140,762,without_mask,985,431,1014,462
02C96BZM5DKA178WY34I.jpg,1024,682,with_mask,363,205,597,458
02C96BZM5DKA178WY34I.jpg,1024,682,with_mask,72,166,180,305
040420-cc-ap-facemask-public-img.jpg,1280,720,with_mask,788,114,1068,461
040420-cc-ap-facemask-public-img.jpg,1280,720,with_mask,310,253,534,464
040420-cc-ap-facemask-public-img.jpg,1280,720,with_mask,65,169,257,383
0450908675_50159485_mutation-virus-chine-inquietude.jpg,1920,1200,without_mask,492,40,571,153
0450908675_50159485_mutation-virus-chine-inquietude.jpg,1920,1200,with_mask,947,70,1041,170
0450908675_50159485_mutation-virus-chine-inquietude.jpg,1920,1200,with_mask,1073,423,1165,519
0450908675_50159485_mutation-virus-chine-inquietude.jpg,1920,1200,with_mask,1304,157,1406,263
0602623232127-web-tete.jpg,1280,720,without_mask,133,83,219,165
0602623232127-web-tete.jpg,1280,720,without_mask,419,15,459,62
0602623232127-web-tete.jpg,1280,720,without_mask,609,25,655,76
0602623232127-web-tete.jpg,1280,720,with_mask,650,42,719,123
0602623232127-web-tete.jpg,1280,720,without_mask,453,105,530,172
0602623232127-web-tete.jpg,1280,720,with_mask,413,198,512,305
0602623232127-web-tete.jpg,1280,720,without_mask,215,239,295,290
0602623232127-web-tete.jpg,1280,720,without_mask,114,532,200,618
0602623232127-web-tete.jpg,1280,720,with_mask,346,288,443,398
0602623232127-web-tete.jpg,1280,720,without_mask,538,243,678,386
0602623232127-web-tete.jpg,1280,720,without_mask,775,129,828,186
0602623232127-web-tete.jpg,1280,720,with_mask,818,138,900,229
0602623232127-web-tete.jpg,1280,720,with_mask,1043,130,1165,255
0602623232127-web-tete.jpg,1280,720,with_mask,838,419,989,579
06EZD5V8O9U4MSQPTJG7.jpg,1024,704,with_mask,156,297,426,567
06EZD5V8O9U4MSQPTJG7.jpg,1024,704,with_mask,446,324,660,546
06EZD5V8O9U4MSQPTJG7.jpg,1024,704,with_mask,660,227,863,459
08165739.jpg,1200,675,with_mask,326,344,423,448
08165739.jpg,1200,675,with_mask,501,24,594,123
08165739.jpg,1200,675,with_mask,580,141,692,254
08165739.jpg,1200,675,with_mask,645,60,735,160
08165739.jpg,1200,675,with_mask,836,204,898,271
08165739.jpg,1200,675,with_mask,1009,217,1069,284
08_11_2019-airpollution_234_19737819_192539446.jpg,650,540,with_mask,299,99,440,209
08_11_2019-airpollution_234_19737819_192539446.jpg,650,540,with_mask,265,386,424,522
0ad90195-cd77-489e-bf85-08c83b80d3e0.jpg,610,350,with_mask,0,58,80,207
0ad90195-cd77-489e-bf85-08c83b80d3e0.jpg,610,350,with_mask,202,92,300,209
0ad90195-cd77-489e-bf85-08c83b80d3e0.jpg,610,350,with_mask,315,88,418,202
0AJSIF7VTO54XLN8DHUY.jpg,1800,1012,with_mask,417,194,672,449
0ALQ6MV7DW8S45XIJN9G.jpg,900,676,with_mask,339,256,386,301
0ALQ6MV7DW8S45XIJN9G.jpg,900,676,with_mask,540,282,589,328
0ARDB5EKX71GLCMVQNZP.jpg,866,1390,with_mask,499,234,659,380
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,9,129,88,216
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,110,170,212,278
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,18,848,166,1001
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,445,67,558,161
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,472,353,581,476
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,171,725,309,875
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,661,915,787,1058
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,869,59,1000,170
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,898,262,1021,382
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,939,699,1050,804
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1018,783,1164,924
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1211,59,1327,168
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1176,349,1281,470
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1370,44,1505,179
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1531,1,1636,71
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1656,-57,1782,57
0B2QYGK96UD5S71RTHPX.jpg,1920,1080,with_mask,1717,555,1858,674
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,276,137,334,201
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,451,176,488,214
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,715,158,742,192
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,753,214,790,264
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,874,205,919,264
0D8MKTHNAI72539PRUFS.jpg,1200,814,with_mask,1066,201,1123,268
0DJY861XESO9BMAKQI53.jpg,1300,868,with_mask,593,325,876,600
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,57,188,126,256
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,298,238,339,278
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,468,220,532,287
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,579,197,613,250
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,766,136,872,258
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,871,169,916,220
0EC1WZ54DROHPFM6KJX3.jpg,1200,800,with_mask,1103,169,1156,221
0JCSNLB7FDORUP1ZHY8Q.jpg,1200,630,with_mask,351,197,421,278
0JCSNLB7FDORUP1ZHY8Q.jpg,1200,630,with_mask,365,369,409,416
0JCSNLB7FDORUP1ZHY8Q.jpg,1200,630,with_mask,574,63,680,186
0KYVOF7B6I2WSRTLZMP1.jpg,968,681,with_mask,460,282,537,371
0KYVOF7B6I2WSRTLZMP1.jpg,968,681,with_mask,741,295,822,387
0MOXFDIKU75GY8NLHAWC.jpg,1380,778,with_mask,281,214,352,298
0MOXFDIKU75GY8NLHAWC.jpg,1380,778,with_mask,664,102,740,189
0MOXFDIKU75GY8NLHAWC.jpg,1380,778,with_mask,687,312,803,437
0RIWAUS7DB3MOQFHGPCY.jpg,600,405,with_mask,254,99,387,259
0SV9TBN2DF1QLIE3XAMO.jpg,931,524,with_mask,871,152,931,226
0SV9TBN2DF1QLIE3XAMO.jpg,931,524,with_mask,708,134,782,215
0SV9TBN2DF1QLIE3XAMO.jpg,931,524,with_mask,99,177,192,293
0SV9TBN2DF1QLIE3XAMO.jpg,931,524,with_mask,254,220,397,392
0Y6TQLUDWH9I2P5GJBRS.jpg,1200,630,with_mask,358,182,546,387
0Y6TQLUDWH9I2P5GJBRS.jpg,1200,630,with_mask,156,203,204,253
0Y6TQLUDWH9I2P5GJBRS.jpg,1200,630,with_mask,646,190,712,255
0Y6TQLUDWH9I2P5GJBRS.jpg,1200,630,with_mask,894,1,1182,263
0ZGKQLM4E1U5X9O8ATYW.jpg,1000,500,with_mask,329,151,456,309
0ZGKQLM4E1U5X9O8ATYW.jpg,1000,500,with_mask,580,142,696,269
0ZPW6D5O1CN8EUSMHRG7.jpg,1003,1200,with_mask,165,721,433,1000
0_10725.jpg,620,434,with_mask,157,148,215,208
0_10725.jpg,620,434,without_mask,97,233,169,310
0_10725.jpg,620,434,without_mask,387,135,436,190
0_10725.jpg,620,434,with_mask,457,236,518,300
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,240,49,272,81
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,156,256,194,297
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,254,377,302,423
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,229,488,285,543
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,336,498,369,550
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,8,639,57,695
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,115,621,166,664
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,233,632,289,684
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,197,762,252,818
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,121,957,174,1001
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,296,849,342,904
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,704,8,740,43
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,682,58,725,101
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,617,110,648,147
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,584,147,614,185
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,509,187,549,225
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,470,314,504,347
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,407,329,442,363
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,424,374,463,413
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,510,383,552,423
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,506,533,547,581
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,550,605,585,646
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,549,750,605,809
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,492,818,551,878
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,615,1045,681,1113
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,452,1278,528,1356
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,895,9,917,38
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,819,61,849,97
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,767,79,801,112
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,788,145,815,178
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,842,124,879,169
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,630,270,668,308
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,777,264,812,304
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,670,312,710,354
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,583,356,617,395
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,712,384,756,429
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,660,494,706,533
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,883,429,927,477
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,815,494,864,534
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,691,613,730,664
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,838,574,885,628
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,725,836,776,894
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,733,942,784,1001
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,789,957,847,1018
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,787,1263,859,1338
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,904,1074,938,1124
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,912,788,965,844
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,882,741,933,782
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,938,80,964,109
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1076,31,1101,61
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1004,98,1029,114
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1061,130,1094,165
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1129,68,1162,104
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,975,174,1008,213
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1053,265,1073,291
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,992,316,1033,350
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1102,394,1140,437
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,948,483,988,532
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1092,463,1131,503
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1052,497,1097,552
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,971,610,1010,657
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1242,0,1272,28
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1263,103,1296,139
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1319,80,1347,112
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1374,105,1396,135
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1389,112,1418,147
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1339,175,1365,207
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1452,133,1483,169
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1458,180,1488,215
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1401,264,1436,301
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1272,218,1306,248
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1227,239,1265,282
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1251,398,1288,433
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1183,525,1232,568
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1318,517,1358,556
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1164,707,1219,750
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1174,1026,1239,1088
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1060,1173,1129,1244
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1260,1119,1326,1183
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1515,0,1547,29
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1624,87,1654,124
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1662,112,1690,142
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1628,182,1653,214
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1635,219,1670,254
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1527,313,1567,357
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1619,403,1656,446
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1370,568,1413,617
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1440,537,1483,582
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1410,619,1460,667
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1431,718,1474,775
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1369,740,1424,800
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1478,1236,1547,1310
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1765,1328,1843,1387
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1892,1344,1967,1387
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1782,1090,1847,1150
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1854,1055,1911,1127
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1858,809,1915,870
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1861,715,1915,767
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1978,655,1999,705
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1774,651,1814,678
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1806,583,1851,630
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1741,497,1785,545
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1829,421,1868,469
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1721,423,1763,468
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1682,369,1719,414
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1802,366,1829,398
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1690,290,1728,329
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1723,214,1756,251
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1910,236,1932,272
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1947,130,1979,164
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1774,84,1806,118
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1724,41,1751,76
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,with_mask,1844,58,1874,85
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1902,27,1926,55
0_8w7mkX-PHcfMM5s6.jpeg,2000,1388,without_mask,1974,85,1999,113
0_Concern-In-China-As-Mystery-Virus-Spreads.jpg,1200,630,with_mask,350,197,420,278
0_Concern-In-China-As-Mystery-Virus-Spreads.jpg,1200,630,with_mask,365,369,409,416
0_Concern-In-China-As-Mystery-Virus-Spreads.jpg,1200,630,with_mask,574,63,680,186
1.jpg,3456,4608,with_mask,329,1126,548,1459
1.jpg,3456,4608,with_mask,664,1222,836,1472
1.jpg,3456,4608,with_mask,2,1254,145,1440
1.jpg,3456,4608,without_mask,2559,1311,2651,1427
1.jpg,3456,4608,without_mask,2659,1311,2756,1452
1.jpg,3456,4608,without_mask,2824,1350,2961,1459
1.jpg,3456,4608,without_mask,2786,1567,2870,1689
1.jpg,3456,4608,with_mask,1528,1350,1628,1491
10.jpg,3456,4608,with_mask,2068,1196,2216,1465
10.jpg,3456,4608,without_mask,2970,1395,3129,1612
100.jpg,3024,4032,with_mask,779,890,1034,1260
100.jpg,3024,4032,with_mask,2010,806,2277,1092
100.jpg,3024,4032,with_mask,1552,1086,1693,1271
100.jpg,3024,4032,with_mask,689,1170,831,1394
100.jpg,3024,4032,with_mask,2558,812,2761,1075
100.jpg,3024,4032,with_mask,1856,1069,1934,1181
1000x-1.jpg,1000,666,with_mask,40,211,145,320
1000x-1.jpg,1000,666,without_mask,166,234,238,310
1000x-1.jpg,1000,666,without_mask,238,414,347,518
1000x-1.jpg,1000,666,with_mask,433,226,516,318
1000x-1.jpg,1000,666,with_mask,529,169,593,247
1000x-1.jpg,1000,666,without_mask,616,193,711,265
1000x-1.jpg,1000,666,with_mask,779,201,826,277
1000x-1.jpg,1000,666,with_mask,826,230,927,337
1000x-1.jpg,1000,666,without_mask,960,289,999,389
1000x-1.jpg,1000,666,with_mask,700,490,827,600
101.jpg,3024,4032,with_mask,420,716,864,1220
101.jpg,3024,4032,with_mask,4,1052,226,1349
101.jpg,3024,4032,with_mask,1663,1321,1781,1489
101.jpg,3024,4032,with_mask,2218,867,2440,1215
101.jpg,3024,4032,with_mask,2690,1008,2870,1232
1014.jpg,890,590,without_mask,336,210,365,252
1014.jpg,890,590,without_mask,486,216,510,248
1014.jpg,890,590,without_mask,561,215,582,250
1014.jpg,890,590,without_mask,255,224,280,258
1014.jpg,890,590,without_mask,197,257,220,291
1014.jpg,890,590,without_mask,119,233,135,267
1014.jpg,890,590,without_mask,421,286,443,318
101d6660a8974050b613dd2e6bd59390.jpg,940,663,with_mask,151,234,235,321
101d6660a8974050b613dd2e6bd59390.jpg,940,663,with_mask,409,256,485,346
101d6660a8974050b613dd2e6bd59390.jpg,940,663,with_mask,488,156,563,238
101d6660a8974050b613dd2e6bd59390.jpg,940,663,with_mask,767,222,844,303
102.jpg,3024,4032,with_mask,1580,1203,1830,1629
